SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
519455,NARBADA     ,XT,Q,21.40,21.40,21.30,21.30,21.30,22.40,2,900,19190.00,
519457,VIRAT CRANE ,X ,Q,58.00,58.00,55.70,55.90,55.90,58.60,31,7392,416963.00,
519475,CHORDIA FOOD,XT,Q,150.95,150.95,145.00,148.95,148.95,144.85,4,300,43935.00,
519477,CIANAGRO    ,P ,Q,42.75,46.95,42.60,46.50,46.50,44.80,7,3300,141575.00,
519483,TAI INDUST. ,ST,Q,19.95,19.95,19.95,19.95,19.95,19.00,1,1,19.00,
519491,OCEAN AGRO  ,X ,Q,23.75,24.50,22.65,23.10,22.65,23.65,6,280,6482.00,
519494,N K INDUST. ,B ,Q,48.00,48.00,48.00,48.00,48.00,50.40,1,100,4800.00,
519500,BKV INDUSTRS,XT,Q,1.60,1.60,1.60,1.60,1.60,1.60,1,100,160.00,
519532,ASIAN TEA   ,XT,Q,15.10,15.10,15.00,15.00,15.00,15.45,7,605,9102.00,
519552,HERITGFOOD  ,B ,Q,728.85,734.60,712.05,719.55,719.30,743.70,130,1409,1023029.00,
519560,NEHA INTER. ,SS,Q,5.83,6.50,5.82,6.25,6.25,6.14,34,16311,99368.00,
519566,SIMRAN FARMS,XT,Q,139.50,139.50,136.00,136.00,136.00,135.10,17,2414,333253.00,
519570,LAKSHMI OVER,B ,Q,23.50,23.50,22.45,22.95,23.10,23.60,192,213406,4863968.00,
519588,DFM FOODS   ,B ,Q,1581.10,1581.10,1580.00,1580.00,1580.00,1580.00,4,10,15805.00,
519600,CCL PRODUCTS,B ,Q,285.00,294.90,284.25,287.80,289.00,284.25,179,4109,1190320.00,
519602,KELLTONTEC  ,B ,Q,119.90,120.95,116.50,120.85,120.90,115.20,277,36241,4357850.00,
519612,MAHAAN FOODS,X ,Q,16.60,16.75,16.60,16.75,16.75,15.25,2,201,3336.00,
520008,RICO AUTO   ,B ,Q,76.75,81.85,75.85,79.50,79.50,77.70,955,89086,7072709.00,
520021,OMAX AUTOS. ,T ,Q,144.00,151.90,144.00,145.60,145.60,151.35,99,7708,1132552.00,
520043,MUNJAL SHOWA,B ,Q,211.00,215.00,208.90,214.00,214.00,213.20,78,4742,999115.00,
520051,JAMNA AUTO  ,B ,Q,78.60,80.30,77.60,79.50,79.50,78.85,1180,257246,20448331.00,
520056,SUNDAR.CLAY ,B ,Q,4760.50,4841.00,4640.05,4693.60,4693.60,4782.05,41,129,606976.00,
520057,SONA KOYO ST,B ,Q,103.50,103.95,102.10,102.70,103.00,104.35,180,24352,2511184.00,
520059,MUNAUTO     ,B ,Q,71.10,71.90,70.70,70.90,70.85,71.05,74,6535,464791.00,
520066,JAYBH.MARUTI,B ,Q,433.10,441.40,420.50,422.40,425.70,438.15,232,5272,2276482.00,
520073,RACLGEAR    ,X ,Q,57.30,59.00,54.60,56.05,56.50,60.00,238,42117,2373740.00,
520075,SAMKRG PIST.,X ,Q,286.00,286.00,283.05,283.40,283.40,286.55,82,5484,1555271.00,
520077,AMTEK AUTO  ,B ,Q,23.85,24.05,23.45,23.85,23.85,23.90,296,85642,2035008.00,
520086,SICAL LOG   ,B ,Q,222.00,224.35,215.00,216.60,216.60,222.80,108,4250,929232.00,
520111,RATNAMNI MET,B ,Q,898.00,900.00,885.00,889.65,888.00,887.55,22,506,449795.00,
520113,VESUVIUS IND,B ,Q,1290.50,1300.00,1278.85,1300.00,1300.00,1300.25,10,60025,77465430.00,
520119,AUTOMOTIVE S,B ,Q,88.70,88.70,79.20,80.50,79.20,87.70,318,16219,1340808.00,
520123,ABC INDIA   ,X ,Q,91.05,95.45,91.05,95.00,95.00,92.20,8,2714,248647.00,
520127,BALURGHAT TE,XT,Q,4.40,4.40,4.25,4.25,4.25,4.47,3,360,1531.00,
520139,JAGSON AIRLI,XT,Q,2.38,2.38,2.38,2.38,2.38,2.50,5,1348,3208.00,
520151,SHREY SH LOG,B ,Q,517.00,521.50,516.90,520.00,520.00,513.90,19,888,461945.00,
520155,STARLOG     ,X ,Q,48.00,48.00,47.00,47.00,47.00,48.00,8,2750,131700.00,
521014,EUROTEX IND ,B ,Q,31.60,38.00,31.60,33.45,33.45,34.20,9,80549,2546378.00,
521016,INDO COUNT  ,A ,Q,90.95,93.20,90.20,91.55,92.70,90.35,408,47522,4359895.00,
521018,MARAL OVERS ,B ,Q,33.25,34.45,32.60,33.45,33.45,33.95,53,26010,874941.00,
521030,NAKODA      ,T ,Q,0.36,0.36,0.35,0.35,0.35,0.36,17,14560,5163.00,
521034,SOMA TEXTILE,B ,Q,12.20,12.20,11.63,12.14,12.10,12.11,17,134921,1632579.00,
521038,TAM.JAI.MILL,XT,Q,4.49,4.49,4.48,4.48,4.48,4.71,3,200,897.00,
521064,TRIDENT     ,A ,Q,66.00,66.55,64.85,65.65,65.65,66.15,520,77209,5088859.00,
521068,HISAR SPIN. ,P ,Q,21.40,21.40,21.40,21.40,21.40,21.40,2,200,4280.00,
521070,ALOK INDS.  ,T ,Q,3.14,3.20,2.98,3.00,3.03,3.13,208,379738,1171014.00,
521082,SPENTEX INDS,T ,Q,4.40,4.59,4.18,4.18,4.18,4.40,26,12471,52180.00,
521097,AMARJOTHI SP,X ,Q,125.05,130.15,125.00,126.65,126.65,127.15,95,14443,1860009.00,
521105,OLYMPIA IND.,XT,Q,108.00,108.00,104.00,104.00,104.00,105.95,15,2120,221280.00,
521109,NAGREEKA EXP,B ,Q,30.20,32.90,29.85,29.95,29.95,31.40,34,5660,170846.00,
521113,SUDITI IND. ,XT,Q,64.00,67.20,61.55,63.30,66.20,64.00,25,1123,72032.00,
521127,KHATOR FIBRE,XT,Q,13.15,13.15,13.15,13.15,13.15,13.80,1,25,328.00,
521131,SBFL        ,X ,Q,10.34,10.34,10.34,10.34,10.34,9.85,2,400,4136.00,
521141,ADITYA SPIN.,XT,Q,8.60,8.60,8.60,8.60,8.60,8.92,1,20,172.00,
521149,PRIME URBAN ,X ,Q,15.05,15.25,14.50,14.75,14.60,14.85,16,11676,174813.00,
521151,DHANLXMI FAB,X ,Q,28.55,28.55,28.55,28.55,28.55,29.75,1,1,28.00,
521163,ZODIAC CLOTH,B ,Q,160.00,170.00,157.05,165.75,165.75,164.75,172,16625,2773536.00,
521167,FRONT BUSS  ,X ,Q,9.25,9.25,8.79,8.86,8.99,9.25,11,35107,320952.00,
521180,SUPER SPIN. ,B ,Q,12.48,12.48,11.80,11.96,12.05,12.07,48,18602,226333.00,
521194,SIL INVEST  ,B ,Q,361.50,367.90,358.20,364.00,364.00,374.05,65,4186,1515854.00,
521200,SURYLAK.COTT,B ,Q,69.30,70.35,68.00,69.05,69.00,69.80,63,9610,663861.00,
521206,SAMTEX FASH.,X ,Q,3.68,3.95,3.45,3.50,3.50,3.77,26,15589,56301.00,
521216,DHAN ROTO SP,XT,Q,45.00,45.00,45.00,45.00,45.00,47.00,2,200,9000.00,
521220,DAMOINDUS   ,B ,Q,132.85,134.95,130.55,132.65,132.80,131.60,69,4232,556779.00,
521226,UNI ROYAL IN,X ,Q,9.66,9.66,9.66,9.66,9.66,9.73,4,200,1932.00,
521232,SUNIL INDUS.,P ,Q,35.95,35.95,35.95,35.95,35.95,37.80,1,200,7190.00,
521240,SAMBANDAM SP,X ,Q,130.00,130.00,127.10,128.00,127.10,131.15,5,406,52074.00,
521242,KANDAGIRI SP,X ,Q,31.30,34.00,31.30,32.00,31.40,34.70,16,1752,57453.00,
521248,KITEX GARMEN,B ,Q,235.20,240.05,232.10,233.10,233.10,236.95,190,6641,1569342.00,
522001,CRANEX LTD. ,X ,Q,18.55,18.55,18.55,18.55,18.55,19.25,3,200,3710.00,
522004,BATLIBOI LTD,XT,Q,26.60,26.60,24.70,24.90,24.90,26.00,73,13923,352816.00,
522005,AUSTIN ENGG.,XT,Q,82.95,82.95,75.95,79.80,79.95,79.90,29,7555,591547.00,
522014,UNITED DRILL,Z ,Q,298.00,298.00,275.50,293.00,293.00,289.20,16,668,192950.00,
522017,FLUIDOMAT   ,X ,Q,171.00,173.90,170.10,173.30,173.30,170.85,34,1640,280377.00,
522029,WINDSOR MACH,B ,Q,99.50,103.10,99.15,100.55,100.55,100.55,128,35961,3666638.00,
522034,SHANTHI GEAR,B ,Q,132.50,134.00,129.15,129.30,129.15,131.70,64,3912,517138.00,
522064,HONDA SIEL  ,B ,Q,1390.60,1394.95,1377.90,1386.75,1378.60,1394.70,65,1585,2201103.00,
522073,HITECHGEAR  ,B ,Q,415.35,419.10,408.05,415.05,417.00,405.50,8,83,34380.00,
522074,ELGI EQUIP  ,B ,Q,272.95,276.00,270.00,270.60,270.60,275.00,84,1735,470765.00,
522101,KILBURN ENGG,X ,Q,74.05,78.05,74.05,77.40,78.00,76.30,58,15425,1187969.00,
522105,BIRLA PRETEC,X ,Q,6.65,7.07,6.62,7.03,7.03,6.74,49,27926,194425.00,
522108,YUKEN INDIA ,X ,Q,4051.00,4115.00,4011.05,4051.65,4070.00,4085.20,209,3411,13836329.00,
522113,TIMKEN (I)  ,B ,Q,731.05,745.05,714.75,732.05,731.90,738.55,143,1201,880748.00,
522122,VOITH PAPER ,XT,Q,798.95,798.95,780.00,789.00,789.00,781.70,5,1208,953096.00,
522134,ARTSON ENG  ,X ,Q,75.10,78.00,75.10,75.25,75.10,76.50,72,14994,1146472.00,
522152,SOLITAIR MC ,X ,Q,75.00,76.00,72.30,74.05,74.05,75.55,76,6780,503066.00,
522163,DIAMONPOWER ,B ,Q,10.90,11.08,10.72,10.80,10.80,11.09,251,63138,684916.00,
522165,INDSIL HYD  ,X ,Q,173.00,175.00,169.00,169.85,170.00,169.80,78,10057,1716026.00,
522183,ITL INDUSTRS,X ,Q,230.00,242.60,230.00,238.30,238.40,234.80,77,2438,578615.00,
522195,FRONTIER SPR,X ,Q,160.60,167.70,160.00,165.50,166.00,167.00,31,4086,665297.00,
522205,PRAJ IND.LTD,A ,Q,81.00,83.30,80.60,83.00,83.00,82.05,605,102156,8420637.00,
522207,RASANDIK ENG,XT,Q,216.00,225.00,216.00,218.95,218.75,226.10,16,1414,313799.00,
522215,SWISS GLASS ,X ,Q,158.00,161.65,155.20,157.40,157.40,161.90,34,3242,511828.00,
522217,GUJ APOIND  ,B ,Q,208.50,210.00,207.50,208.55,210.00,207.30,13,2000,417087.00,
522229,TANEJA AERO.,X ,Q,52.70,53.00,50.00,51.60,51.60,52.10,92,19059,980731.00,
522231,CONART ENG. ,X ,Q,42.00,42.00,40.00,40.20,40.25,40.45,20,2891,119027.00,
522241,M.M.FORGINGS,B ,Q,990.45,1024.00,990.45,1008.50,1017.00,976.95,53,462,464451.00,
522245,IYKOT HITEC ,Z ,Q,5.95,5.95,5.95,5.95,5.95,6.00,1,200,1190.00,
522249,MAYUR UNIQ. ,B ,Q,481.05,486.00,470.05,473.35,473.35,487.90,163,2234,1073457.00,
522251,CENLUB INDUS,X ,Q,47.05,48.00,47.00,47.15,47.15,47.00,4,102,4795.00,
522257,RAJOO ENGIN.,XT,Q,49.50,49.50,47.00,47.45,48.90,47.60,215,45396,2173355.00,
522261,DOLPHIN OFF.,B ,Q,79.95,82.05,79.55,80.45,80.75,80.15,247,18925,1524500.00,
522263,JMC PROJECTS,B ,Q,552.00,569.00,542.20,553.80,553.80,568.10,200,2912,1623621.00,
522267,VEEJAY LAKSH,X ,Q,49.15,53.00,49.15,53.00,53.00,51.05,8,722,37872.00,
522275,GET&D       ,A ,Q,393.85,397.30,383.00,384.20,383.25,396.80,133,1855,720690.00,
522281,RAM RAT.WIRE,X ,Q,180.00,181.95,175.70,180.35,181.00,180.15,31,2899,520711.00,
522285,JAY NECO IND,B ,Q,8.50,8.90,8.48,8.61,8.64,8.86,62,106705,917721.00,
522287,KALPA.POWER ,B ,Q,450.00,458.00,447.40,452.20,452.25,452.60,187,23670,10656567.00,
522292,CHANDNI TE  ,X ,Q,41.90,44.00,41.00,43.65,43.00,42.10,23,3531,150659.00,
522294,T & I GLOBAL,X ,Q,70.00,73.40,70.00,72.00,72.00,70.45,9,1101,79504.00,
522295,CONTROL PRNT,B ,Q,421.90,431.00,417.25,423.50,420.00,428.80,42,633,269364.00,
522650,BEMCO HYDRAU,XT,Q,180.95,181.65,180.95,181.65,181.65,173.00,10,1682,305427.00,
523007,ANSAL BUILD.,X ,Q,78.95,80.85,73.65,78.00,78.00,78.00,80,8994,689085.00,
523011,WEIZMANN LTD,B ,Q,41.00,42.50,39.50,41.10,41.10,41.50,14,1258,51574.00,
523019,B.N.RATHI SE,X ,Q,38.60,40.50,38.00,39.00,38.00,38.95,12,16884,657879.00,
523021,RISHITECH   ,X ,Q,66.00,66.00,62.50,63.10,63.10,65.90,36,16409,1039859.00,
523023,SINCLAIR HOT,X ,Q,391.00,396.00,386.15,391.80,391.80,396.35,91,5955,2328976.00,
523025,SAFARI IND. ,X ,Q,512.00,530.00,512.00,521.55,520.00,522.10,1199,6782,3562673.00,
523062,JJ FINANCE  ,XT,Q,50.50,52.00,50.50,52.00,52.00,51.00,2,600,31050.00,
523100,COSMO FERR. ,X ,Q,23.50,23.55,22.70,23.40,23.40,22.65,12,3132,73155.00,
523116,SANCO TRANS ,X ,Q,246.95,261.00,246.95,247.70,247.55,259.90,19,497,123966.00,
523120,ADOR MULTI. ,XT,Q,40.40,40.40,40.25,40.25,40.25,39.65,19,40966,1654970.00,
523127,EIH ASSO.HOT,B ,Q,460.00,552.60,460.00,510.50,510.50,460.50,1965,42822,22678315.00,
523144,MEDI CAPS   ,X ,Q,23.10,23.75,23.10,23.60,23.75,23.20,5,712,16671.00,
523151,OTCO INTERN.,X ,Q,51.95,54.50,51.95,54.50,54.50,51.95,2,9,470.00,
523160,MORGAN CRU  ,XT,Q,1149.00,1206.00,1149.00,1206.00,1206.00,1148.60,151,1787,2135383.00,
523204,ABAN OFFSHO ,A ,Q,158.00,161.65,156.65,157.75,157.75,158.15,1508,152466,24184723.00,
523207,KOKUYOCMLN  ,B ,Q,119.50,121.10,116.70,117.25,117.25,120.50,180,13682,1620191.00,
523229,BHARAT SEATS,X ,Q,178.00,179.80,174.25,176.30,176.30,178.85,201,149526,26459999.00,
523232,CONT.PETRO  ,XT,Q,40.85,42.85,40.85,42.85,42.85,40.85,2,11,451.00,
523248,MACHINO PLAS,X ,Q,218.00,225.00,211.40,221.55,214.00,225.80,25,1609,354281.00,
523260,PEARL POLYME,T ,Q,23.75,24.95,23.75,23.75,23.75,25.00,13,2365,56245.00,
523261,VENKEY'S (I),B ,Q,4038.00,4079.95,3886.85,3914.80,3914.80,4096.15,4656,31526,124940453.00,
523269,ADVANI HOTEL,B ,Q,57.50,59.00,57.50,59.00,59.00,57.00,5,412,23830.00,
523277,G.V.FILMS   ,X ,Q,0.76,0.78,0.71,0.74,0.75,0.75,75,88191,64931.00,
523283,SUPER HOUSE ,B ,Q,144.45,144.45,140.05,141.05,141.00,143.00,72,2547,364253.00,
523289,RAMA VISION ,XT,Q,18.90,18.90,18.90,18.90,18.90,18.90,1,590,11151.00,
523301,TCPL PACK   ,B ,Q,610.05,610.05,610.05,610.05,610.05,610.95,3,100,61005.00,
523319,BALMER LAWRI,B ,Q,220.30,223.45,218.55,219.75,219.75,222.30,187,18443,4058060.00,
523323,KOVAI MEDI. ,T ,Q,1195.00,1205.00,1183.00,1203.65,1200.00,1198.65,88,3065,3663460.00,
523329,ELDECO HOUS.,X ,Q,1790.05,1910.00,1790.05,1867.95,1909.00,1863.30,78,648,1207822.00,
523367,DCMSHRIRAM  ,B ,Q,454.80,454.80,440.00,443.50,442.00,454.80,551,7055,3150768.00,
523369,DCM SHR.IND ,X ,Q,214.45,225.95,212.10,219.20,220.00,212.40,163,10014,2185128.00,
523371,MAWANA SUGAR,B ,Q,50.65,54.60,50.60,52.80,52.80,51.95,408,40846,2165798.00,
523384,MAH.RAS.APEX,T ,Q,125.00,133.00,125.00,128.30,128.30,128.75,51,11862,1528016.00,
523385,NILKAMAL L  ,A ,Q,1620.80,1624.40,1589.05,1599.25,1600.00,1615.45,239,2835,4535839.00,
523391,NAHAR POLY  ,B ,Q,57.25,57.50,55.30,55.95,55.30,56.50,63,15533,869828.00,
523395,3M INDIA LTD,B ,Q,19650.60,19815.30,19577.00,19686.95,19600.00,19686.75,26,37,729918.00,
523398,JCHAC       ,B ,Q,2461.40,2480.00,2415.00,2446.80,2430.00,2461.40,92,402,980627.00,
523405,JM FINANCIAL,A ,Q,126.40,126.50,120.35,123.35,123.35,127.00,843,106839,13291527.00,
523411,ADCINDIA    ,X ,Q,225.00,225.75,214.20,217.00,217.00,220.25,48,4903,1074607.00,
523445,REL INDL INF,B ,Q,436.10,451.40,432.25,443.55,446.95,440.45,3185,111204,49340000.00,
523457,LINDEINDIA  ,A ,Q,481.60,481.60,456.00,463.20,465.00,476.40,112,761,352780.00,
523465,IND.BANK HSG,T ,Q,40.75,40.75,40.65,40.65,40.65,42.75,14,1988,80967.00,
523467,JAIMATA GLAS,XT,Q,0.19,0.19,0.19,0.19,0.19,0.19,1,10,1.00,
523475,LOTUS CHOC  ,XT,Q,50.95,50.95,50.95,50.95,50.95,50.25,2,100,5095.00,
523489,CMM HOSPITAL,XT,Q,20.20,20.20,20.20,20.20,20.20,20.60,3,530,10706.00,
523519,UNI OFF AUTO,XT,Q,2.19,2.41,2.19,2.41,2.41,2.30,12,2762,6554.00,
523523,RAINBOW PAP.,T ,Q,2.58,2.80,2.58,2.61,2.61,2.70,55,100716,263947.00,
523537,APM INDUS.  ,X ,Q,55.10,56.75,55.10,55.70,55.70,55.70,42,6917,384029.00,
523539,PRECISION WR,B ,Q,267.75,273.45,262.80,269.60,270.00,267.75,281,15032,4013905.00,
523550,KRYPTON IND ,X ,Q,9.87,10.44,9.51,9.77,9.51,10.01,11,1673,16379.00,
523566,MARTIN BURN ,X ,Q,52.45,52.45,51.55,51.95,51.95,51.90,135,11638,603475.00,
523574,FEL         ,B ,Q,38.60,39.60,37.60,37.70,37.60,38.45,459,105553,4064912.00,
523586,IND.TONERS  ,X ,Q,244.00,244.00,232.50,238.15,239.00,242.05,141,6894,1626308.00,
523594,KUNSTSTOFFE ,XT,Q,39.45,39.50,37.00,37.05,37.05,37.85,11,2220,83447.00,
523598,SHIPP.CORPN ,A ,Q,64.15,66.25,64.15,64.85,64.85,65.10,785,122618,8027097.00,
523606,SIKA INTER. ,XT,Q,162.90,162.90,157.00,157.55,157.55,155.20,4,450,71907.00,
523610,ITI LTD.    ,B ,Q,112.50,115.70,111.90,113.25,113.25,112.65,1080,123125,14018388.00,
523618,DREDGING COR,B ,Q,643.45,656.95,637.55,645.30,645.30,649.85,673,28404,18370804.00,
523620,PHARMASIA   ,XT,Q,37.55,37.55,37.55,37.55,37.55,38.30,4,205,7697.00,
523628,PODDAR      ,B ,Q,1145.00,1145.00,1145.00,1145.00,1145.00,1090.00,3,30,34350.00,
523630,NATIONAL FER,B ,Q,55.60,56.30,55.00,55.45,55.45,55.95,352,53926,2996515.00,
523638,IP RINGS LTD,X ,Q,160.00,160.50,155.00,156.30,156.30,160.60,53,6595,1043019.00,
523642,PI INDUS.LTD,A ,Q,824.15,837.55,822.05,832.35,832.35,832.20,191,1861,1548502.00,
523648,PLASTIBLEND ,B ,Q,205.85,205.85,199.10,200.65,200.20,199.65,35,788,158741.00,
523660,WATERBASE   ,X ,Q,278.10,291.00,270.55,282.30,282.30,281.50,3065,225948,63754502.00,
523672,FLEX FOODS  ,X ,Q,116.00,118.00,111.00,114.30,114.35,118.35,237,12319,1410661.00,
523676,GOLKUNDA DIA,XT,Q,19.00,19.00,19.00,19.00,19.00,19.50,5,205,3895.00,
523694,APCOTEX IND ,B ,Q,504.00,506.35,495.05,496.70,495.05,506.60,59,2860,1440745.00,
523696,FORTIS MLR  ,X ,Q,57.90,60.45,57.75,60.15,60.00,57.90,69,17408,1040474.00,
523704,MASTEK LTD  ,B ,Q,526.70,560.75,526.30,546.55,546.55,534.30,3218,118920,64930079.00,
523708,EIMCO ELECON,B ,Q,420.00,495.80,420.00,428.00,428.00,430.70,28,331,141327.00,
523710,SAYAJI HOTEL,XT,Q,290.10,304.50,290.00,295.00,295.00,290.10,7,595,179037.00,
523716,ASHIANA HOU ,B ,Q,158.30,162.05,158.00,159.10,158.00,158.65,81,3638,582302.00,
523724,VIJAY SHA.BU,B ,Q,19.30,19.30,16.65,18.10,18.10,19.35,152,35267,646812.00,
523736,DPL         ,B ,Q,138.15,140.50,135.30,136.05,136.05,138.20,102,4858,669835.00,
523754,EPC INDUS.  ,X ,Q,140.00,140.00,136.25,137.05,136.75,139.40,787,44940,6191326.00,
523756,SREIINFRA   ,A ,Q,77.05,78.90,74.00,78.15,77.90,77.85,914,118505,9219528.00,
523768,GUJ.BOROSIL ,X ,Q,97.25,100.35,95.65,96.35,95.65,97.55,176,23521,2292821.00,
523782,MITSHI      ,XT,Q,10.00,10.00,10.00,10.00,10.00,10.42,1,20,200.00,
523792,MAZDA LTD   ,B ,Q,349.15,354.90,346.50,351.05,352.00,350.20,46,1875,657315.00,
523796,VICEROY HOTE,B ,Q,14.75,15.20,14.45,14.95,15.00,14.80,107,39372,585779.00,
523826,SOVEREIGN DI,X ,Q,10.00,10.30,10.00,10.30,10.30,10.40,4,1400,14120.00,
523828,MENON BEAR. ,B ,Q,99.35,105.00,99.35,102.60,102.60,100.90,185,17391,1765069.00,
523838,SIMPLX INFRA,B ,Q,499.30,518.95,476.90,483.00,480.00,496.20,316,3912,1927549.00,
523840,INN.TECH.PAC,X ,Q,74.05,75.50,72.05,74.10,74.45,74.30,110,16494,1214966.00,
523842,SUPER TANNER,ST,Q,5.60,5.88,5.60,5.60,5.60,5.60,4,5100,28588.00,
523850,AXTEL INDUS.,X ,Q,95.00,99.00,95.00,97.80,97.80,96.60,32,13757,1316352.00,
523890,DS.KULKARNI ,T ,Q,13.60,13.60,13.60,13.60,13.60,14.30,7,1851,25173.00,
524000,MAGMA FIN   ,B ,Q,149.65,150.80,147.00,147.35,147.35,149.95,53,2201,326754.00,
524013,HIND.FLUROCA,T ,Q,9.49,9.61,9.49,9.61,9.61,9.98,3,1200,11412.00,
524019,KINGFA      ,T ,Q,924.00,925.00,900.00,905.00,905.00,908.30,23,1304,1183547.00,
524037,RAMA PHOSPH ,X ,Q,84.00,84.30,84.00,84.30,84.30,86.70,3,150,12617.00,
524051,POLYPLEX    ,B ,Q,485.00,496.80,483.00,487.10,486.65,488.45,57,2035,993499.00,
524075,ALBERT DAVID,T ,Q,365.05,372.00,365.05,372.00,372.00,368.70,21,1137,420778.00,
524084,MONSANTO (I),A ,Q,2549.00,2560.00,2520.00,2556.20,2560.00,2525.00,148,1179,3006484.00,
524091,ACRYCIL LTD.,X ,Q,504.90,504.95,492.00,500.00,500.00,492.90,31,1584,792897.00,
524109,KABRA EXTR  ,B ,Q,121.15,123.05,120.50,120.70,120.70,120.45,95,6990,848366.00,
524129,VINYL CHEM  ,B ,Q,101.15,104.50,99.25,101.85,101.85,102.75,194,35496,3656377.00,
524136,PEE CEE COSM,X ,Q,160.65,162.00,159.45,160.50,160.50,167.80,15,582,93650.00,
524164,IOL CHEM PH ,B ,Q,79.15,82.00,78.00,79.25,79.25,80.15,250,23966,1915846.00,
524174,KESAR PETRO ,X ,Q,36.95,36.95,35.00,35.90,35.90,36.65,696,245648,8879523.00,
524200,VINATI ORG. ,B ,Q,784.00,805.00,783.95,799.55,796.00,797.90,73,51793,41433325.00,
524202,LACTOSE(I)  ,XT,Q,108.00,110.90,107.00,107.65,107.00,107.20,14,2407,263371.00,
524208,AARTI INDUST,B ,Q,1160.00,1160.00,1112.00,1115.45,1115.45,1142.55,206,1972,2214255.00,
524212,WANBURY LTD ,T ,Q,35.00,35.00,33.45,33.75,33.45,35.20,35,11785,404876.00,
524218,RESONANCE   ,X ,Q,32.00,33.00,30.60,30.90,30.90,31.75,60,13551,427672.00,
524226,GUJ AMB EXP ,B ,Q,246.15,254.10,246.00,251.90,252.50,253.10,256,13740,3462104.00,
524230,RASHTR.CHEM.,A ,Q,74.20,75.55,73.20,74.00,74.00,74.70,1495,376988,28048163.00,
524280,KOPRAN LTD. ,B ,Q,60.90,61.70,59.50,60.05,61.00,60.75,225,33498,2029116.00,
524288,AIMCO PESTI.,X ,Q,170.00,170.00,165.00,167.05,168.90,171.50,96,8975,1501873.00,
524314,GUJ.TERC LAB,X ,Q,13.00,13.00,12.85,12.85,12.85,13.50,2,100,1286.00,
524322,KABRA DRUGS ,XT,Q,2.66,2.66,2.66,2.66,2.66,2.54,4,1100,2926.00,
524324,SEYAIND     ,B ,Q,550.10,575.00,536.50,551.30,545.00,564.45,45,1436,794150.00,
524330,JAYANT AGRO ,B ,Q,321.60,327.85,314.05,326.00,327.85,322.45,204,3977,1273541.00,
524332,BCL         ,X ,Q,135.10,145.00,135.10,142.85,143.00,138.70,237,23984,3382496.00,
524342,INDOBORAXC  ,X ,Q,541.00,549.75,525.00,529.05,525.00,544.00,75,1698,909064.00,
524348,AARTI DRUGS ,B ,Q,531.05,542.05,525.55,529.30,527.70,543.55,114,1922,1023837.00,
524370,BODAL CHEM  ,B ,Q,127.25,128.00,125.05,126.85,126.85,125.00,1747,68308,8658437.00,
524372,ORCHIDPHAR  ,Z ,Q,13.65,14.00,13.65,13.65,13.65,14.35,160,182518,2508624.00,
524394,VIMTA LABS  ,T ,Q,197.50,197.50,191.60,195.60,193.50,197.00,23,1321,258280.00,
524396,BIOFIL CHEM ,T ,Q,15.30,15.30,15.25,15.25,15.25,15.65,2,9,137.00,
524400,ISHITA DRUGS,XT,Q,22.75,22.75,22.40,22.50,22.50,22.40,3,510,11472.00,
524404,MARKSANS    ,A ,Q,34.70,34.95,34.10,34.15,34.15,34.85,851,384847,13311417.00,
524408,UNIV.STARCH ,XT,Q,33.60,33.60,33.50,33.50,33.50,32.00,3,42,1411.00,
524412,AAREY DRUGS ,X ,Q,53.65,54.00,52.25,52.55,52.55,53.00,112,14035,742573.00,
524440,CAMEX LTD   ,XT,Q,35.55,37.90,35.55,36.75,36.75,36.55,17,3538,130747.00,
524444,KAVITIND    ,X ,Q,16.30,16.35,15.50,16.10,16.00,15.70,169,35940,577807.00,
524458,INDOEURO    ,ST,Q,12.51,12.51,12.51,12.51,12.51,12.51,1,360,4503.00,
524470,SYNCOM FORM.,ST,Q,1.24,1.35,1.23,1.23,1.29,1.29,99,222379,278232.00,
524480,RIDHI SIDHI ,X ,Q,617.05,630.00,604.90,628.30,628.30,627.75,177,2958,1839581.00,
524494,IPCA LAB LTD,A ,Q,659.00,670.00,641.10,659.45,663.95,658.20,612,11430,7539318.00,
524500,KILITCH DRUG,B ,Q,83.00,88.50,81.30,83.65,83.65,85.55,328,53640,4448323.00,
524506,CORAL LAB.  ,X ,Q,570.10,579.90,559.95,560.00,560.00,567.70,29,384,216527.00,
524516,BACIL PHARMA,XT,Q,3.92,3.92,3.92,3.92,3.92,4.12,6,900,3528.00,
524518,KREBS BIOCHM,T ,Q,175.50,175.50,168.60,170.10,170.10,175.50,34,3589,618067.00,
524520,KMC SHIL    ,X ,Q,19.85,19.85,18.55,18.80,18.80,19.35,159,80818,1516047.00,
524522,LAFFANS PETR,X ,Q,26.90,27.50,25.65,26.25,26.25,27.00,20,6087,162744.00,
524542,SUKJIT STRCH,X ,Q,490.00,496.05,478.05,492.40,492.40,490.00,28,1222,596624.00,
524558,NEULAND LAB.,B ,Q,739.95,743.00,711.60,715.30,714.40,733.20,136,3575,2641205.00,
524564,GAYATRI BIO ,X ,Q,7.35,7.35,6.65,6.65,6.65,7.00,6,585,3911.00,
